sub_topic_name,topic_name,subject_name
IOL – Overview,Lens,Ophthalmology
Lenticonus – Picture and overview,Lens,Ophthalmology
MC type of congenital cataract,Lens,Ophthalmology
Typical appearance of diabetic cataract,Lens,Ophthalmology
Polychromatic lustre is seen in,Lens,Ophthalmology
Lens capsule is the thinnest at,Lens,Ophthalmology
Treatment of choice for after cataract,Lens,Ophthalmology
Elschnig’s pearls,Lens,Ophthalmology
SRK formula,Lens,Ophthalmology
Drugs causing cataract,Lens,Ophthalmology
Rigid IOL is made up of,Lens,Ophthalmology
Cataract – Postop Complications,Lens,Ophthalmology
Most important factor in the prevention of postoperative endophthalmitis,Lens,Ophthalmology
Best available procedure presently for cataract surgery,Lens,Ophthalmology
Embryonic development of the lens occurs from,Lens,Ophthalmology
Cataract – Clinical Features,Lens,Ophthalmology
Congenital rubella syndrome,Lens,Ophthalmology
Intracapsular cataract extraction,Lens,Ophthalmology
Hallerman-Streiff syndrome,Lens,Ophthalmology
ECCE techniques,Lens,Ophthalmology
Phacoemulsification,Lens,Ophthalmology
Maturation of Cortical Cataract,Lens,Ophthalmology
Ectopia lentis,Lens,Ophthalmology
Irrigating fluid for cataract surgery,Lens,Ophthalmology
Pelli-Robson chart,Lens,Ophthalmology
Lens – Anatomy,Lens,Ophthalmology
Lens – Physiology,Lens,Ophthalmology
Complications of cataract,Lens,Ophthalmology
Systemic diseases and associated cataracts,Lens,Ophthalmology
Congenital cataract,Lens,Ophthalmology
Congenital Cataract – timing of surgery,Lens,Ophthalmology
Fincham’s test,Lens,Ophthalmology
Common causes of Cataract,Lens,Ophthalmology
Ocular Features in Sarcoidosis,Uvea,Ophthalmology
Ocular Syphilis,Uvea,Ophthalmology
Fuchs heterochromic iridocyclitis,Uvea,Ophthalmology
Types of keratic precipitates,Uvea,Ophthalmology
Ocular toxoplasmosis,Uvea,Ophthalmology
D-shaped pupil,Uvea,Ophthalmology
Koeppe’s and Bussaca’s nodules,Uvea,Ophthalmology
Pathognomonic sign of acute anterior uveitis,Uvea,Ophthalmology
Sympathetic ophthalmitis,Uvea,Ophthalmology
Posner–Schlossman syndrome,Uvea,Ophthalmology
Granulomatous uveitis,Uvea,Ophthalmology
Congenital Anomalies of the Uvea,Uvea,Ophthalmology
Sympathetic Ophthalmia,Uvea,Ophthalmology
Pupillary changes,Uvea,Ophthalmology
"Uveitis – Classifications, Signs, Treatment, Complications",Uvea,Ophthalmology
"Cystoid macular edema – image, clincal features,Rx",Retina & Vitreous,Ophthalmology
Scheduling of evaluation for Retinopathy of Prematurity,Retina & Vitreous,Ophthalmology
Assessment for Diabetic Retinopathy,Retina & Vitreous,Ophthalmology
Fundus in Retinitis Pigmentosa,Retina & Vitreous,Ophthalmology
Distance of Fovea to Optic disc,Retina & Vitreous,Ophthalmology
Sub-hyaloid hemorrhage – Shape,Retina & Vitreous,Ophthalmology
Ocular findings in Eale’s diseases,Retina & Vitreous,Ophthalmology
Hypotonic maculopathy causes,Retina & Vitreous,Ophthalmology
ETDRS study / chart,Retina & Vitreous,Ophthalmology
FFA – overview,Retina & Vitreous,Ophthalmology
Rhodopsin gene location,Retina & Vitreous,Ophthalmology
Layers of Retina,Retina & Vitreous,Ophthalmology
ARMD – findings,Retina & Vitreous,Ophthalmology
Shifting Fluid sign,Retina & Vitreous,Ophthalmology
Causes for expanding blindspot,Retina & Vitreous,Ophthalmology
Roth’s spots,Retina & Vitreous,Ophthalmology
Purtschers retinopathy,Retina & Vitreous,Ophthalmology
Cattle truck sign,Retina & Vitreous,Ophthalmology
Reverse Hypopyon – Definition,Retina & Vitreous,Ophthalmology
Stargardts disease,Retina & Vitreous,Ophthalmology
Silent choroid in FFA,Retina & Vitreous,Ophthalmology
"Best’s disease – Diagnosis, Clinical Features",Retina & Vitreous,Ophthalmology
"Vitreous hemorrahge – Causes, Investigations",Retina & Vitreous,Ophthalmology
Causes of Cherry-red spot,Retina & Vitreous,Ophthalmology
Rods and Cones – basics,Retina & Vitreous,Ophthalmology
Indocyanine Green Angiography – uses,Retina & Vitreous,Ophthalmology
"Central serous retinopathy – Overview, images",Retina & Vitreous,Ophthalmology
Coat’s disease – Clinical Features,Retina & Vitreous,Ophthalmology
ERG – waves,Retina & Vitreous,Ophthalmology
PHPV – associated conditions,Retina & Vitreous,Ophthalmology
Eales’ diseases – Overview,Retina & Vitreous,Ophthalmology
Syndromes associated with RP,Retina & Vitreous,Ophthalmology
"ROP – Basics, Stages, Grading",Retina & Vitreous,Ophthalmology
Grading of Hypertensive Retinopathy,Retina & Vitreous,Ophthalmology
Oguchi’s disease,Retina & Vitreous,Ophthalmology
"Retinal detachment – Causes, types, Rx",Retina & Vitreous,Ophthalmology
MC fractured carpal bone after fall on an outstretched hand,Injuries of the Upper Limb,Orthopaedics
Reduction of shoulder dislocation,Injuries of the Upper Limb,Orthopaedics
Sequelae of traumatic shoulder dislocation,Injuries of the Upper Limb,Orthopaedics
Terry–Thomas sign,Injuries of the Upper Limb,Orthopaedics
Perilunate dislocation,Injuries of the Upper Limb,Orthopaedics
Holstein-Lewis fracture,Injuries of the Upper Limb,Orthopaedics
3 point bony relationship at elbow is maintained in,Injuries of the Upper Limb,Orthopaedics
Named fractures of upper limb,Injuries of the Upper Limb,Orthopaedics
Dermatomes of upper limb,Injuries of the Upper Limb,Orthopaedics
Injuries of the hand,Injuries of the Upper Limb,Orthopaedics
Injury around the elbow,Injuries of the Upper Limb,Orthopaedics
Anterior shoulder dislocation Tests,Injuries of the Upper Limb,Orthopaedics
Complications of supracondylar fracture,Injuries of the Upper Limb,Orthopaedics
Complications of Colles’ fracture,Injuries of the Upper Limb,Orthopaedics
Putti-Platt’s operation,Injuries of the Upper Limb,Orthopaedics
Common dislocations at various joints,Injuries of the Upper Limb,Orthopaedics
Clavicle fractures,Injuries of the Upper Limb,Orthopaedics
Features suggestive of malignant change in an osteochondroma,Benign Tumors,Orthopaedics
MC sites of primary bone tumors,Benign Tumors,Orthopaedics
Mazabraud syndrome,Benign Tumors,Orthopaedics
Skeletal invovement of Langerhan’s Cell Histiocytosis,Benign Tumors,Orthopaedics
Giant cell tumor,Benign Tumors,Orthopaedics
Osteoid osteoma consists of,Benign Tumors,Orthopaedics
Radiological appearance of bone tumors,Benign Tumors,Orthopaedics
Multiple hereditary exostoses,Benign Tumors,Orthopaedics
Non-ossifying fibroma,Benign Tumors,Orthopaedics
DD for multiple bone lesions,Benign Tumors,Orthopaedics
Mc Cune Albright syndrome,Benign Tumors,Orthopaedics
Image – Brodies’s Abcess,Infections of the Bone,Orthopaedics
Image – Chronic Osteomyelitis,Infections of the Bone,Orthopaedics
Ludloff sign,Infections of the Bone,Orthopaedics
Gower sign,Infections of the Bone,Orthopaedics
Tom-Smith arthritis,Infections of the Bone,Orthopaedics
Kanavel sign,Infections of the Bone,Orthopaedics
Earlest sign of Osteomyelitis,Infections of the Bone,Orthopaedics
Chvostek sign,Infections of the Bone,Orthopaedics
Radiological changes and timeframe in Osteomyelitis,Infections of the Bone,Orthopaedics
Rx of chronic osteomyelitis,Infections of the Bone,Orthopaedics
Sequestrum,Infections of the Bone,Orthopaedics
Rx of Acute Osteomyelitis,Infections of the Bone,Orthopaedics
Causative organisms – Osteomyelitis,Infections of the Bone,Orthopaedics
Brodie’s abscess,Infections of the Bone,Orthopaedics
"Septic arthritis – Causes, Rx, complications",Infections of the Bone,Orthopaedics
Transient synovitis of the hip,Infections of the Bone,Orthopaedics
Complications of Osteomyelitis,Infections of the Bone,Orthopaedics
FSGS – Variants & Prognosis,Glomerular Diseases,Pathology
Most common manifestation of Alport syndrome,Glomerular Diseases,Pathology
Minimal change disease – Overview,Glomerular Diseases,Pathology
Type 1 RPGN – image,Glomerular Diseases,Pathology
Kimmelstiel-Wilson disease – Image,Glomerular Diseases,Pathology
Lupus nephritis – Image,Glomerular Diseases,Pathology
Histologic picture seen in RPGN,Glomerular Diseases,Pathology
Glomerular Pathology in Renal conditions,Glomerular Diseases,Pathology
Acute post-streptococcal glomerulonephritis – Overview,Glomerular Diseases,Pathology
Types of RPGN,Glomerular Diseases,Pathology
MC factors in Glomerular diseases,Glomerular Diseases,Pathology
Nephrotic and nephritic syndromes,Glomerular Diseases,Pathology
Deposits in Glomerular diseases,Glomerular Diseases,Pathology
"In Glomerular disease, “crescents” are made up of",Glomerular Diseases,Pathology
Effacement of podocyte foot processes is seen in,Glomerular Diseases,Pathology
MC cause of primary nephritic syndrome,Glomerular Diseases,Pathology
Classification of FSGS,Glomerular Diseases,Pathology
IgA nephropathy,Glomerular Diseases,Pathology
Nephrotic syndrome – Overview,Glomerular Diseases,Pathology
Complement system in Renal Diseases,Glomerular Diseases,Pathology
Microalbuminuria,Glomerular Diseases,Pathology
Alport syndrome,Glomerular Diseases,Pathology
Inherited causes of nephrotic syndrome,Glomerular Diseases,Pathology
Dense-deposit disease,Glomerular Diseases,Pathology
Goodpasture syndrome,Glomerular Diseases,Pathology
Pathways and Mechanisms of Apoptosis,Cell death,Pathology
Named bodies in Pathology,Cell death,Pathology
Inflammasome – Overview,Cell death,Pathology
Morphological sequence in Necrosis,Cell death,Pathology
Apoptosis vs Necroptosis,Cell death,Pathology
Necrosis vs Apoptosis,Cell death,Pathology
Anti-apoptotic proteins – list,Cell death,Pathology
Apoptotic genes,Cell death,Pathology
Fibrinoid necrosis – Examples,Cell death,Pathology
Types of necrosis,Cell death,Pathology
Liquefactive necrosis – Overview,Cell death,Pathology
Autophagocytosis – Overview,Cell death,Pathology
Physiological causes of Apoptosis,Cell death,Pathology
Cellular autophagy – Overview,Cell death,Pathology
Coagulative necrosis – Examples,Cell death,Pathology
Pathological causes of apoptosis,Cell death,Pathology
Apoptotic bodies,Cell death,Pathology
Caspases – Overview,Cell death,Pathology
Pyroptosis – Overview,Cell death,Pathology
Trousseau phenomenon,Tumour Immunity,Pathology
Lung Cancer – Paraneoplastic syndromes,Tumour Immunity,Pathology
Mucin Tumor markers,Tumour Immunity,Pathology
HPV genes and target genes,Tumour Immunity,Pathology
Oncofetal antigen – Overview,Tumour Immunity,Pathology
Tumors and specific mutations,Tumour Immunity,Pathology
HTLV associated tumor,Tumour Immunity,Pathology
"PD-1, PD-L1",Tumour Immunity,Pathology
List of DNA viruses,Tumour Immunity,Pathology
EBV virus – Overview,Tumour Immunity,Pathology
Tumor antigens,Tumour Immunity,Pathology
Radiation and Skin Cancer,Tumour Immunity,Pathology
Castleman disease – Overview,Tumour Immunity,Pathology
H.Pylori associated tumors,Tumour Immunity,Pathology
Errors of DNA repair and associated Cancers,Tumour Immunity,Pathology
Cancers associated with Radiation,Tumour Immunity,Pathology
Tumor markers – Overview,Tumour Immunity,Pathology
microRNAs – Overview,Tumour Immunity,Pathology
Paraneoplastic syndromes,Tumour Immunity,Pathology
Carcinogens – Overview,Tumour Immunity,Pathology
McCallum’s patch is seen in,Diseases of Cardiac chambers,Pathology
Non-bacterial thrombotic endocarditis – Overview,Diseases of Cardiac chambers,Pathology
Caterpillar cells are seen in,Diseases of Cardiac chambers,Pathology
Modified Duke’s criteria,Diseases of Cardiac chambers,Pathology
Bicuspid aortic valve – Overview,Diseases of Cardiac chambers,Pathology
Aschoff bodies,Diseases of Cardiac chambers,Pathology
Vegetations in Libmann-Sacks endocarditis,Diseases of Cardiac chambers,Pathology
Vegetations on the undersurface of cusps are found in,Diseases of Cardiac chambers,Pathology
ASD – Overview,Diseases of Cardiac chambers,Pathology
Syndromes associated with Congenital Heart disease,Diseases of Cardiac chambers,Pathology
Mitral valve prolapse – Overview,Diseases of Cardiac chambers,Pathology
Vegetations in Endocarditis,Diseases of Cardiac chambers,Pathology
Infective Endocarditis – Overview,Diseases of Cardiac chambers,Pathology
Revised Jones criteria,Diseases of Cardiac chambers,Pathology
TOF – Overview,Diseases of Cardiac chambers,Pathology
Diagnostic standard for amyloidosis is,Amyloidosis,Pathology
Amyloid in Diabetes,Amyloidosis,Pathology
Bone marrow in AL amyloidosis shows,Amyloidosis,Pathology
Familial Mediterranean fever,Amyloidosis,Pathology
Thyroid CA with Amyloid deposition,Amyloidosis,Pathology
Lardaceous spleen is due to,Amyloidosis,Pathology
Secondary amyloidosis is associated with,Amyloidosis,Pathology
Amyloid – Basics of staining,Amyloidosis,Pathology
Reactive amyloidosis,Amyloidosis,Pathology
Amyloid in Alzheimer,Amyloidosis,Pathology
Amyloid and Dialysis,Amyloidosis,Pathology
Lupus Nephritis – Overview,Disorders of Immunity,Pathology
Antiphospholipid antibody syndrome – Clinical features,Disorders of Immunity,Pathology
Severe combined immunodeficiency,Disorders of Immunity,Pathology
IgG4 spectrum,Disorders of Immunity,Pathology
Hyperacute rejection,Disorders of Immunity,Pathology
Patterns of Nuclear staining,Disorders of Immunity,Pathology
Lymphomas in AIDS,Disorders of Immunity,Pathology
Primary immunodeficiency disorders,Disorders of Immunity,Pathology
Antibodies in SLE,Disorders of Immunity,Pathology
Thymic autoregulation,Disorders of Immunity,Pathology
DiGeorge syndrome,Disorders of Immunity,Pathology
IgA deficiency,Disorders of Immunity,Pathology
Complement Deficiencies,Disorders of Immunity,Pathology
Chédiak–Higashi syndrome,Disorders of Immunity,Pathology
SLE Clincal features,Disorders of Immunity,Pathology
Raynaud phenomenon,Disorders of Immunity,Pathology
Hereditary angioneurotic edema,Disorders of Immunity,Pathology
Wiskott–Aldrich syndrome,Disorders of Immunity,Pathology
Chronic granulomatous disease,Disorders of Immunity,Pathology
Mallory body – Overview,Intracellular Accumulations,Pathology
Stain for Hemosiderin,Intracellular Accumulations,Pathology
Calcium stains,Intracellular Accumulations,Pathology
Types of calcification,Intracellular Accumulations,Pathology
Tell-tale sign of free radical injury,Intracellular Accumulations,Pathology
Special stains in Pathology,Intracellular Accumulations,Pathology
Intracellular Cholesterol accumulation,Intracellular Accumulations,Pathology
Genomic imprinting,Chromosomal Disorders,Pathology
Lyon hypothesis,Chromosomal Disorders,Pathology
Fragile X syndrome – Clinical features,Chromosomal Disorders,Pathology
Turner’s syndrome – Clinical features,Chromosomal Disorders,Pathology
Karyotyping procedure,Chromosomal Disorders,Pathology
Trinucleotide expansion disorders,Chromosomal Disorders,Pathology
Myotonic dystrophy – associated chromosome,Chromosomal Disorders,Pathology
Huntington’s Chorea – Clinical features,Chromosomal Disorders,Pathology
Prader–Willi syndrome – Overview,Chromosomal Disorders,Pathology
MC chromosomal disorder,Chromosomal Disorders,Pathology
Diseases of Mitochondrial inheritance,Chromosomal Disorders,Pathology
Klinefelter’s syndrome – Overview,Chromosomal Disorders,Pathology
Edwards Syndrome – Overview,Chromosomal Disorders,Pathology
Waldenström macroglobulinemia – Overview,Plasma Cell Disorders,Pathology
Pathological Bodies in Multiple Myeloma,Plasma Cell Disorders,Pathology
Russell bodies,Plasma Cell Disorders,Pathology
M protein associated with Renal Failure,Plasma Cell Disorders,Pathology
Dutcher bodies are seen in,Plasma Cell Disorders,Pathology
Lymphoplasmacytic lymphoma – Gene mutation,Plasma Cell Disorders,Pathology
Normal kappa lambda ratio,Plasma Cell Disorders,Pathology
MC monoclonal Ig in Myeloma,Plasma Cell Disorders,Pathology
MC site for extramedullary plasmocytoma,Plasma Cell Disorders,Pathology
MC cytogenetic abnormality in multiple myeloma,Plasma Cell Disorders,Pathology
Hyperviscosity – Cause,Plasma Cell Disorders,Pathology
Suggested Revision,Plasma Cell Disorders,Pathology
Classification of Amyloidosis,Plasma Cell Disorders,Pathology
Classification of Plasma cell Neoplasms,Plasma Cell Disorders,Pathology
Criteria for each type of myeloma,Plasma Cell Disorders,Pathology
IHC in Myeloma,Plasma Cell Disorders,Pathology
Prognostic Factors in Myeloma,Plasma Cell Disorders,Pathology
MGUS – Overview,Plasma Cell Disorders,Pathology
Multiple Myeloma – Clinical Features,Plasma Cell Disorders,Pathology
Myeloma Kidney,Plasma Cell Disorders,Pathology
Hyperviscosity syndrome,Plasma Cell Disorders,Pathology
Bence Jones protein,Plasma Cell Disorders,Pathology
α-Granules of platelets have,Disorders of Coagulation,Pathology
Transudate – Overview,Disorders of Coagulation,Pathology
Pathophysiology of Edema,Disorders of Coagulation,Pathology
Virchow’s triad,Disorders of Coagulation,Pathology
Leiden mutation,Disorders of Coagulation,Pathology
DIC – Overview,Disorders of Coagulation,Pathology
Coagulation cascade,Disorders of Coagulation,Pathology
Chicken fat clots refers to,Disorders of Coagulation,Pathology
Nut-meg liver is seen in,Disorders of Coagulation,Pathology
Coagulation cascade,Disorders of Coagulation,Pathology
Tests of Coagulation – Overview,Disorders of Coagulation,Pathology
Pro and Anti-coagulant molecules,Disorders of Coagulation,Pathology
Vit K – role in Coagulation,Disorders of Coagulation,Pathology
Normal hemostasis,Disorders of Coagulation,Pathology
Cause of Whipple disease,Disorders of Small & Large Inte,Pathology
MC celiac disease-associated cancer,Disorders of Small & Large Inte,Pathology
MC site of involvement in Crohn disease,Disorders of Small & Large Inte,Pathology
Lead pipe appearance of colon,Disorders of Small & Large Inte,Pathology
p- ANCA is seen in,Disorders of Small & Large Inte,Pathology
"In Whipple disease, the cause of malabsorption is",Disorders of Small & Large Inte,Pathology
Hereditary Polyposis syndromes,Disorders of Small & Large Inte,Pathology
Crohn’s disease – Overview,Disorders of Small & Large Inte,Pathology
Colorectal Polyps – Overview,Disorders of Small & Large Inte,Pathology
Clostridium difficile colitis,Disorders of Small & Large Inte,Pathology
HNPCC – Overview,Disorders of Small & Large Inte,Pathology
Ulcerative Colitis – Overview,Disorders of Small & Large Inte,Pathology
Volvulus – Clinical features,Disorders of Small & Large Inte,Pathology
Extraintestinal manifestations of Crohn disease,Disorders of Small & Large Inte,Pathology
Peutz–Jeghers Syndrome,Disorders of Small & Large Inte,Pathology
Meckel’s diverticulum – Basics,Disorders of Small & Large Inte,Pathology
FAP – Overview,Disorders of Small & Large Inte,Pathology
Whipple’s disease – Morphology,Disorders of Small & Large Inte,Pathology
Mode of inheritance in G6PD deficiency,Single Gene Disorders,Pathology
Classic EDS involves collagen type,Single Gene Disorders,Pathology
Marfan’s syndrome – Clincal Features,Single Gene Disorders,Pathology
Ehler–Danlos Syndrome,Single Gene Disorders,Pathology
Inheritance pattern of common disorders,Single Gene Disorders,Pathology
Non-sense mutation is seen in,Single Gene Disorders,Pathology
Example for codominant inheritance,Single Gene Disorders,Pathology
Different inheritance patterns,Single Gene Disorders,Pathology
Sphingolipidoses,Single Gene Disorders,Pathology
Mucopolysaccharidoses – Overview,Single Gene Disorders,Pathology
von Gierke disease,Single Gene Disorders,Pathology
Tay–Sachs disease – overview,Single Gene Disorders,Pathology
Gaucher’s disease,Single Gene Disorders,Pathology
Glycogen storage diseases,Single Gene Disorders,Pathology
Types of Genetic disorders,Single Gene Disorders,Pathology
Lysosomal storage disorders,Single Gene Disorders,Pathology
Pleiotropism,Single Gene Disorders,Pathology
Niemann–Pick disease,Single Gene Disorders,Pathology
Blasts Cells in ALL vs. AML,Acute Leukemias,Pathology
Dry tap on bone marrow aspiration,Acute Leukemias,Pathology
Immunophenotyping of ALL,Acute Leukemias,Pathology
Cytochemistry in Acute Leukemias,Acute Leukemias,Pathology
Sudan black staining,Acute Leukemias,Pathology
Translocations in AML,Acute Leukemias,Pathology
Prognostic Factors in AML,Acute Leukemias,Pathology
Auer rods,Acute Leukemias,Pathology
Classification of AML,Acute Leukemias,Pathology
Immune Cell Antigens,Acute Leukemias,Pathology
Pre-leukemic condition,Acute Leukemias,Pathology
FAB classification – AML,Acute Leukemias,Pathology
Pathogenesis of acute leukemia,Acute Leukemias,Pathology
Leukemia cutis,Acute Leukemias,Pathology
Myeloid markers,Acute Leukemias,Pathology
Di Gugliemo disease,Acute Leukemias,Pathology
Risk factors for ALL,Acute Leukemias,Pathology
Chloroma,Acute Leukemias,Pathology
Histology – ALD vs NASH,Common Diseases of Liver,Pathology
Intrahepatic causes of portal hypertension,Common Diseases of Liver,Pathology
Common serologic patterns in hepatitis B infection,Common Diseases of Liver,Pathology
Acute Hepatitis vs. Chronic Hepatitis,Common Diseases of Liver,Pathology
Councilman Bodies,Common Diseases of Liver,Pathology
Mallory Bodies,Common Diseases of Liver,Pathology
Reye’s syndrome,Common Diseases of Liver,Pathology
Laboratory Evaluation of Liver Disease,Common Diseases of Liver,Pathology
Idiopathic non-cirrhotic portal hypertension,Common Diseases of Liver,Pathology
Micronodular cirrhosis,Common Diseases of Liver,Pathology
Toxin induced liver failure,Common Diseases of Liver,Pathology
Most important long-term limitation of cardiac transplantation,Diseases of Myocardium & Pericardium,Pathology
Toxins associated with cardiomyopathy,Diseases of Myocardium & Pericardium,Pathology
Alcohol abuse is strongly associated with the development of,Diseases of Myocardium & Pericardium,Pathology
MC primary tumor of the adult heart is,Diseases of Myocardium & Pericardium,Pathology
Histology of re-perfused myocardium,Diseases of Myocardium & Pericardium,Pathology
The largest protein expressed in humans is,Diseases of Myocardium & Pericardium,Pathology
Senile cardiac amyloid deposits,Diseases of Myocardium & Pericardium,Pathology
Myxoma,Diseases of Myocardium & Pericardium,Pathology
Causes of Myocarditis,Diseases of Myocardium & Pericardium,Pathology
Cardiomyopathy – Overview,Diseases of Myocardium & Pericardium,Pathology
Fibrinous Pericarditis,Diseases of Myocardium & Pericardium,Pathology
Restrictive Heart Conditions,Diseases of Myocardium & Pericardium,Pathology
Dressler’s syndrome,Diseases of Myocardium & Pericardium,Pathology
Aggressive carcinoid tumors of the GIT are seen in,Stomach,Pathology
Ménétrier Disease – overview,Stomach,Pathology
Biopsy site preferred for H. pylori gastritis,Stomach,Pathology
Most specific marker for GIST,Stomach,Pathology
GIST – overview,Stomach,Pathology
MC site of gastric adenocarcinoma,Stomach,Pathology
Types of Gastric Adenocarcinoma,Stomach,Pathology
Helicobacter pylori,Stomach,Pathology
Linitis plastica,Stomach,Pathology
Types of Chronic gastritis,Stomach,Pathology
Carcinoid syndrome,Stomach,Pathology
Autoimmune gastritis,Stomach,Pathology
Features of Familial Adenomatous Polyposis,Stomach,Pathology
Congenital hypertrophic pyloric stenosis,Stomach,Pathology
MALToma,Stomach,Pathology
Nutmeg liver is seen in,Cardiac Failure,Pathology
Cardiac Biomarkers,Cardiac Failure,Pathology
Tigered effect in myocardium is due to,Cardiac Failure,Pathology
Heart failure cells are,Cardiac Failure,Pathology
Flipped LDH ratio implies,Cardiac Failure,Pathology
"In myocardial reperfusion injury, the maximum effect is caused by",Cardiac Failure,Pathology
Molecular correlates of Cardiac failure,Cardiac Failure,Pathology
Complications of MI,Cardiac Failure,Pathology
Common causes of Right & Left heart failure,Cardiac Failure,Pathology
Sudden cardiac death,Cardiac Failure,Pathology
Types of emphysema,Diseases of Airflow in Lung,Pathology
Alpha-antitrypsin – chromosome location,Diseases of Airflow in Lung,Pathology
Normal Reid index,Diseases of Airflow in Lung,Pathology
Asbestosis,Diseases of Airflow in Lung,Pathology
Pneumoconiosis,Diseases of Airflow in Lung,Pathology
Surfactant dysfunction,Diseases of Airflow in Lung,Pathology
Bronchiectasis,Diseases of Airflow in Lung,Pathology
Acanthocytes,Hypoproliferative Anemia,Pathology
"Megaloblastic anemia – Clinical Features, Smear & Lab findings",Hypoproliferative Anemia,Pathology
Anemia of chronic disease – overview,Hypoproliferative Anemia,Pathology
Cabot ring,Hypoproliferative Anemia,Pathology
Haptocorrin binds with,Hypoproliferative Anemia,Pathology
Causes of aplastic anemia,Hypoproliferative Anemia,Pathology
Tests used in B12 deficiency,Hypoproliferative Anemia,Pathology
Iron Deficiency Anemia – Lab Features,Hypoproliferative Anemia,Pathology
Megaloblastic Anemia,Hypoproliferative Anemia,Pathology
BRCA 1 vs BRCA 2,Diseases of the Breast,Pathology
Characteristics of lobular breast cancer,Diseases of the Breast,Pathology
Colloidal carcinoma,Diseases of the Breast,Pathology
MC site of carcinoma in the breast,Diseases of the Breast,Pathology
Molecular classification of breast cancer,Diseases of the Breast,Pathology
Prognostic and Predictive Factors in Breast carcinoma,Diseases of the Breast,Pathology
Newer molecular tests in breast cancer,Diseases of the Breast,Pathology
Epithelial Lesions and Risk of Malignancy,Diseases of the Breast,Pathology
Nipple discharge,Diseases of the Breast,Pathology
Phyllodes tumor,Diseases of the Breast,Pathology
Fibroadenomas,Diseases of the Breast,Pathology
Periductal mastitis,Diseases of the Breast,Pathology
Risk factors and protective factors for breast carcinoma,Diseases of the Breast,Pathology
Paget disease of the nipple,Diseases of the Breast,Pathology
Acute mastitis,Diseases of the Breast,Pathology
Lobular carcinoma,Diseases of the Breast,Pathology
DCIS vs LCIS,Diseases of the Breast,Pathology
Achalasia cardia – Overview,Esophagus,Pathology
MC cancer of Esophagus,Esophagus,Pathology
Barrett esophagus – Overview,Esophagus,Pathology
Eosinophilic esophagitis – Overview,Esophagus,Pathology
Inlet patch,Esophagus,Pathology
Punched-out ulcers in the esophagus are caused by,Esophagus,Pathology
Plummer-Vinson syndrome – Overview,Esophagus,Pathology
Diverticula of Esophagus,Esophagus,Pathology
Wound strength of Postop Scar,Tissue Repair,Pathology
TGF-β – Overview,Tissue Repair,Pathology
Labile cells are seen in,Tissue Repair,Pathology
Oval cells are seen in,Tissue Repair,Pathology
Permanent cells – example,Tissue Repair,Pathology
Collagen and Wound healing,Tissue Repair,Pathology
Abnormal scars – Overview,Tissue Repair,Pathology
Cascade of Tissue Repair – overview,Tissue Repair,Pathology
Markers of Ovarian Neoplasm,Female Reproductive System,Pathology
Embryonal rhabdomyosarcoma,Female Reproductive System,Pathology
Types of endometrial carcinoma,Female Reproductive System,Pathology
Complete vs. Partial Mole,Female Reproductive System,Pathology
HPV and Associated Lesions,Female Reproductive System,Pathology
WHO Classification of Ovarian Tumors,Female Reproductive System,Pathology
Meigs syndrome,Female Reproductive System,Pathology
Diagnostic features in pap smear,Female Reproductive System,Pathology
LSIL vs HSIL,Female Reproductive System,Pathology
WHO Polycythemia Vera Criteria,Myelodysplastic Disorders,Pathology
Ringed sideroblasts,Myelodysplastic Disorders,Pathology
Birbeck granules,Myelodysplastic Disorders,Pathology
Various Types of Polycythemia,Myelodysplastic Disorders,Pathology
Marker for Langerhans cell histiocytosis,Myelodysplastic Disorders,Pathology
Indications and contraindications of bone marrow biopsy,Myelodysplastic Disorders,Pathology
CML,Myelodysplastic Disorders,Pathology
Clinical & Imaging features of Langerhan’s Cell Histiocytosis,Myelodysplastic Disorders,Pathology
Eosinophilic granuloma,Myelodysplastic Disorders,Pathology
Philadelphia chromosome,Myelodysplastic Disorders,Pathology
Classification of histiocytic and dendritic cell neoplasms,Myelodysplastic Disorders,Pathology
Bone marrow in MDS,Myelodysplastic Disorders,Pathology
Pahses of CML,Myelodysplastic Disorders,Pathology
Leukemoid reaction,Myelodysplastic Disorders,Pathology
Letterer–Siwe disease,Myelodysplastic Disorders,Pathology
Granular contracted kidneys,Non-Glomerular Disease of Kidney,Pathology
Papillary Necrosis in the Kidney,Non-Glomerular Disease of Kidney,Pathology
Cystic Diseases of the Kidney,Non-Glomerular Disease of Kidney,Pathology
MC organism in acute pyelonephritis,Non-Glomerular Disease of Kidney,Pathology
Urinary Casts – types,Non-Glomerular Disease of Kidney,Pathology
Xanthogranulomatous pyelonephritis,Non-Glomerular Disease of Kidney,Pathology
Thrombotic microangiopathies,Non-Glomerular Disease of Kidney,Pathology
Renal stones – pathological features,Non-Glomerular Disease of Kidney,Pathology
Causes of contracted and enlarged kidneys,Non-Glomerular Disease of Kidney,Pathology
Major basic protein is seen in,Inflammation,Pathology
Vascular changes in acute inflammation,Inflammation,Pathology
First mediator to be released during inflammation,Inflammation,Pathology
Opsonin – List,Inflammation,Pathology
CX3C chemokines,Inflammation,Pathology
Acute phase reactants – Overview,Inflammation,Pathology
Pyrogens,Inflammation,Pathology
Complement Deficiencies,Inflammation,Pathology
IL-1 in inflammation,Inflammation,Pathology
Cytokines produced by T- Cells,Inflammation,Pathology
