subject_name,topic_name,sub_topic_name
Ophthalmology,Retina & Vitreous,ETDRS study / chart
Ophthalmology,Retina & Vitreous,FFA – overview
Ophthalmology,Retina & Vitreous,Rhodopsin gene location
Ophthalmology,Retina & Vitreous,Layers of Retina
Ophthalmology,Retina & Vitreous,ARMD – findings
Ophthalmology,Retina & Vitreous,Shifting Fluid sign
Ophthalmology,Retina & Vitreous,Causes for expanding blindspot
Ophthalmology,Retina & Vitreous,Roth’s spots
Ophthalmology,Retina & Vitreous,Purtschers retinopathy
Ophthalmology,Retina & Vitreous,Cattle truck sign
Ophthalmology,Retina & Vitreous,Reverse Hypopyon – Definition
Ophthalmology,Retina & Vitreous,Stargardts disease
Ophthalmology,Retina & Vitreous,Silent choroid in FFA
Ophthalmology,Retina & Vitreous,"Best’s disease – Diagnosis, Clinical Features"
Ophthalmology,Retina & Vitreous,"Vitreous hemorrahge – Causes, Investigations"
Ophthalmology,Retina & Vitreous,Causes of Cherry-red spot
Ophthalmology,Retina & Vitreous,Rods and Cones – basics
Ophthalmology,Retina & Vitreous,Indocyanine Green Angiography – uses
Ophthalmology,Retina & Vitreous,"Central serous retinopathy – Overview, images"
Ophthalmology,Retina & Vitreous,Coat’s disease – Clinical Features
Ophthalmology,Retina & Vitreous,ERG – waves
Ophthalmology,Retina & Vitreous,PHPV – associated conditions
Ophthalmology,Retina & Vitreous,Eales’ diseases – Overview
Ophthalmology,Retina & Vitreous,Syndromes associated with RP
Ophthalmology,Retina & Vitreous,"ROP – Basics, Stages, Grading"
Ophthalmology,Retina & Vitreous,Grading of Hypertensive Retinopathy
Ophthalmology,Retina & Vitreous,Oguchi’s disease
Ophthalmology,Retina & Vitreous,"Retinal detachment – Causes, types, Rx"
Orthopaedics,Injuries of the Upper Limb,MC fractured carpal bone after fall on an outstretched hand
Orthopaedics,Injuries of the Upper Limb,Reduction of shoulder dislocation
Orthopaedics,Injuries of the Upper Limb,Sequelae of traumatic shoulder dislocation
Orthopaedics,Injuries of the Upper Limb,Terry–Thomas sign
Orthopaedics,Injuries of the Upper Limb,Perilunate dislocation
Orthopaedics,Injuries of the Upper Limb,Holstein-Lewis fracture
Orthopaedics,Injuries of the Upper Limb,3 point bony relationship at elbow is maintained in
Orthopaedics,Injuries of the Upper Limb,Named fractures of upper limb
Orthopaedics,Injuries of the Upper Limb,Dermatomes of upper limb
Orthopaedics,Injuries of the Upper Limb,Injuries of the hand
Orthopaedics,Injuries of the Upper Limb,Injury around the elbow
Orthopaedics,Injuries of the Upper Limb,Anterior shoulder dislocation Tests
Orthopaedics,Injuries of the Upper Limb,Complications of supracondylar fracture
Orthopaedics,Injuries of the Upper Limb,Complications of Colles’ fracture
Orthopaedics,Injuries of the Upper Limb,Putti-Platt’s operation
Orthopaedics,Injuries of the Upper Limb,Common dislocations at various joints
Orthopaedics,Injuries of the Upper Limb,Clavicle fractures
Orthopaedics,Benign Tumors,Features suggestive of malignant change in an osteochondroma
Orthopaedics,Benign Tumors,MC sites of primary bone tumors
Orthopaedics,Benign Tumors,Mazabraud syndrome
Orthopaedics,Benign Tumors,Skeletal invovement of Langerhan’s Cell Histiocytosis
Orthopaedics,Benign Tumors,Giant cell tumor
Orthopaedics,Benign Tumors,Osteoid osteoma consists of
Orthopaedics,Benign Tumors,Radiological appearance of bone tumors
Orthopaedics,Benign Tumors,Multiple hereditary exostoses
Orthopaedics,Benign Tumors,Non-ossifying fibroma
Orthopaedics,Benign Tumors,DD for multiple bone lesions
Orthopaedics,Benign Tumors,Mc Cune Albright syndrome
Orthopaedics,Infections of the Bone,Image – Brodies’s Abcess
Orthopaedics,Infections of the Bone,Image – Chronic Osteomyelitis
Orthopaedics,Infections of the Bone,Ludloff sign
Orthopaedics,Infections of the Bone,Gower sign
Orthopaedics,Infections of the Bone,Tom-Smith arthritis
Orthopaedics,Infections of the Bone,Kanavel sign
Orthopaedics,Infections of the Bone,Earlest sign of Osteomyelitis
Orthopaedics,Infections of the Bone,Chvostek sign
Orthopaedics,Infections of the Bone,Radiological changes and timeframe in Osteomyelitis
Orthopaedics,Infections of the Bone,Rx of chronic osteomyelitis
Orthopaedics,Infections of the Bone,Sequestrum
Orthopaedics,Infections of the Bone,Rx of Acute Osteomyelitis
Orthopaedics,Infections of the Bone,Causative organisms – Osteomyelitis
Orthopaedics,Infections of the Bone,Brodie’s abscess
Orthopaedics,Infections of the Bone,"Septic arthritis – Causes, Rx, complications"
Orthopaedics,Infections of the Bone,Transient synovitis of the hip
Orthopaedics,Infections of the Bone,Complications of Osteomyelitis
Pathology,Glomerular Diseases,FSGS – Variants & Prognosis
Pathology,Glomerular Diseases,Most common manifestation of Alport syndrome
Pathology,Glomerular Diseases,Minimal change disease – Overview
Pathology,Glomerular Diseases,Type 1 RPGN – image
Pathology,Glomerular Diseases,Kimmelstiel-Wilson disease – Image
Pathology,Glomerular Diseases,Lupus nephritis – Image
Pathology,Glomerular Diseases,Histologic picture seen in RPGN
Pathology,Glomerular Diseases,Glomerular Pathology in Renal conditions
Pathology,Glomerular Diseases,Acute post-streptococcal glomerulonephritis – Overview
Pathology,Glomerular Diseases,Types of RPGN
Pathology,Glomerular Diseases,MC factors in Glomerular diseases
Pathology,Glomerular Diseases,Nephrotic and nephritic syndromes
Pathology,Glomerular Diseases,Deposits in Glomerular diseases
Pathology,Glomerular Diseases,"In Glomerular disease, “crescents” are made up of"
Pathology,Glomerular Diseases,Effacement of podocyte foot processes is seen in
Pathology,Glomerular Diseases,MC cause of primary nephritic syndrome
Pathology,Glomerular Diseases,Classification of FSGS
Pathology,Glomerular Diseases,IgA nephropathy
Pathology,Glomerular Diseases,Nephrotic syndrome – Overview
Pathology,Glomerular Diseases,Complement system in Renal Diseases
Pathology,Glomerular Diseases,Microalbuminuria
Pathology,Glomerular Diseases,Alport syndrome
Pathology,Glomerular Diseases,Inherited causes of nephrotic syndrome
Pathology,Glomerular Diseases,Dense-deposit disease
Pathology,Glomerular Diseases,Goodpasture syndrome
Pathology,Cell death,Pathways and Mechanisms of Apoptosis
Pathology,Cell death,Named bodies in Pathology
Pathology,Cell death,Inflammasome – Overview
Pathology,Cell death,Morphological sequence in Necrosis
Pathology,Cell death,Apoptosis vs Necroptosis
Pathology,Cell death,Necrosis vs Apoptosis
Pathology,Cell death,Anti-apoptotic proteins – list
Pathology,Cell death,Apoptotic genes
Pathology,Cell death,Fibrinoid necrosis – Examples
Pathology,Cell death,Types of necrosis
Pathology,Cell death,Liquefactive necrosis – Overview
Pathology,Cell death,Autophagocytosis – Overview
Pathology,Cell death,Physiological causes of Apoptosis
Pathology,Cell death,Cellular autophagy – Overview
Pathology,Cell death,Coagulative necrosis – Examples
Pathology,Cell death,Pathological causes of apoptosis
Pathology,Cell death,Apoptotic bodies
Pathology,Cell death,Caspases – Overview
Pathology,Cell death,Pyroptosis – Overview
Pathology,Tumour Immunity,Trousseau phenomenon
Pathology,Tumour Immunity,Lung Cancer – Paraneoplastic syndromes
Pathology,Tumour Immunity,Mucin Tumor markers
Pathology,Tumour Immunity,HPV genes and target genes
Pathology,Tumour Immunity,Oncofetal antigen – Overview
Pathology,Tumour Immunity,Tumors and specific mutations
Pathology,Tumour Immunity,HTLV associated tumor
Pathology,Tumour Immunity,"PD-1, PD-L1"
Pathology,Tumour Immunity,List of DNA viruses
Pathology,Tumour Immunity,EBV virus – Overview
Pathology,Tumour Immunity,Tumor antigens
Pathology,Tumour Immunity,Radiation and Skin Cancer
Pathology,Tumour Immunity,Castleman disease – Overview
Pathology,Tumour Immunity,H.Pylori associated tumors
Pathology,Tumour Immunity,Errors of DNA repair and associated Cancers
Pathology,Tumour Immunity,Cancers associated with Radiation
Pathology,Tumour Immunity,Tumor markers – Overview
Pathology,Tumour Immunity,microRNAs – Overview
Pathology,Tumour Immunity,Paraneoplastic syndromes
Pathology,Tumour Immunity,Carcinogens – Overview
Pathology,Diseases of Cardiac chambers,McCallum’s patch is seen in
Pathology,Diseases of Cardiac chambers,Non-bacterial thrombotic endocarditis – Overview
Pathology,Diseases of Cardiac chambers,Caterpillar cells are seen in
Pathology,Diseases of Cardiac chambers,Modified Duke’s criteria
Pathology,Diseases of Cardiac chambers,Bicuspid aortic valve – Overview
Pathology,Diseases of Cardiac chambers,Aschoff bodies
Pathology,Diseases of Cardiac chambers,Vegetations in Libmann-Sacks endocarditis
Pathology,Diseases of Cardiac chambers,Vegetations on the undersurface of cusps are found in
Pathology,Diseases of Cardiac chambers,ASD – Overview
Pathology,Diseases of Cardiac chambers,Syndromes associated with Congenital Heart disease
Pathology,Diseases of Cardiac chambers,Mitral valve prolapse – Overview
Pathology,Diseases of Cardiac chambers,Vegetations in Endocarditis
Pathology,Diseases of Cardiac chambers,Infective Endocarditis – Overview
Pathology,Diseases of Cardiac chambers,Revised Jones criteria
Pathology,Diseases of Cardiac chambers,TOF – Overview
Pathology,Amyloidosis,Diagnostic standard for amyloidosis is
Pathology,Amyloidosis,Amyloid in Diabetes
Pathology,Amyloidosis,Bone marrow in AL amyloidosis shows
Pathology,Amyloidosis,Familial Mediterranean fever
Pathology,Amyloidosis,Thyroid CA with Amyloid deposition
Pathology,Amyloidosis,Lardaceous spleen is due to
Pathology,Amyloidosis,Secondary amyloidosis is associated with
Pathology,Amyloidosis,Amyloid – Basics of staining
Pathology,Amyloidosis,Reactive amyloidosis
Pathology,Amyloidosis,Amyloid in Alzheimer
Pathology,Amyloidosis,Amyloid and Dialysis
Pathology,Disorders of Immunity,Lupus Nephritis – Overview
Pathology,Disorders of Immunity,Antiphospholipid antibody syndrome – Clinical features
Pathology,Disorders of Immunity,Severe combined immunodeficiency
Pathology,Disorders of Immunity,IgG4 spectrum
Pathology,Disorders of Immunity,Hyperacute rejection
Pathology,Disorders of Immunity,Patterns of Nuclear staining
Pathology,Disorders of Immunity,Lymphomas in AIDS
Pathology,Disorders of Immunity,Primary immunodeficiency disorders
Pathology,Disorders of Immunity,Antibodies in SLE
Pathology,Disorders of Immunity,Thymic autoregulation
Pathology,Disorders of Immunity,DiGeorge syndrome
Pathology,Disorders of Immunity,IgA deficiency
Pathology,Disorders of Immunity,Complement Deficiencies
Pathology,Disorders of Immunity,Chédiak–Higashi syndrome
Pathology,Disorders of Immunity,SLE Clincal features
Pathology,Disorders of Immunity,Raynaud phenomenon
Pathology,Disorders of Immunity,Hereditary angioneurotic edema
Pathology,Disorders of Immunity,Wiskott–Aldrich syndrome
Pathology,Disorders of Immunity,Chronic granulomatous disease
Pathology,Intracellular Accumulations,Mallory body – Overview
Pathology,Intracellular Accumulations,Stain for Hemosiderin
Pathology,Intracellular Accumulations,Calcium stains
Pathology,Intracellular Accumulations,Types of calcification
Pathology,Intracellular Accumulations,Tell-tale sign of free radical injury
Pathology,Intracellular Accumulations,Special stains in Pathology
Pathology,Intracellular Accumulations,Intracellular Cholesterol accumulation
Pathology,Chromosomal Disorders,Genomic imprinting
Pathology,Chromosomal Disorders,Lyon hypothesis
Pathology,Chromosomal Disorders,Fragile X syndrome – Clinical features
Pathology,Chromosomal Disorders,Turner’s syndrome – Clinical features
Pathology,Chromosomal Disorders,Karyotyping procedure
Pathology,Chromosomal Disorders,Trinucleotide expansion disorders
Pathology,Chromosomal Disorders,Myotonic dystrophy – associated chromosome
Pathology,Chromosomal Disorders,Huntington’s Chorea – Clinical features
Pathology,Chromosomal Disorders,Prader–Willi syndrome – Overview
Pathology,Chromosomal Disorders,MC chromosomal disorder
Pathology,Chromosomal Disorders,Diseases of Mitochondrial inheritance
Pathology,Chromosomal Disorders,Klinefelter’s syndrome – Overview
Pathology,Chromosomal Disorders,Edwards Syndrome – Overview
Pathology,Plasma Cell Disorders,Waldenström macroglobulinemia – Overview
Pathology,Plasma Cell Disorders,Pathological Bodies in Multiple Myeloma
Pathology,Plasma Cell Disorders,Russell bodies
Pathology,Plasma Cell Disorders,M protein associated with Renal Failure
Pathology,Plasma Cell Disorders,Dutcher bodies are seen in
Pathology,Plasma Cell Disorders,Lymphoplasmacytic lymphoma – Gene mutation
Pathology,Plasma Cell Disorders,Normal kappa lambda ratio
Pathology,Plasma Cell Disorders,MC monoclonal Ig in Myeloma
Pathology,Plasma Cell Disorders,MC site for extramedullary plasmocytoma
Pathology,Plasma Cell Disorders,MC cytogenetic abnormality in multiple myeloma
Pathology,Plasma Cell Disorders,Hyperviscosity – Cause
Pathology,Plasma Cell Disorders,Suggested Revision
Pathology,Plasma Cell Disorders,Classification of Amyloidosis
Pathology,Plasma Cell Disorders,Classification of Plasma cell Neoplasms
Pathology,Plasma Cell Disorders,Criteria for each type of myeloma
Pathology,Plasma Cell Disorders,IHC in Myeloma
Pathology,Plasma Cell Disorders,Prognostic Factors in Myeloma
Pathology,Plasma Cell Disorders,MGUS – Overview
Pathology,Plasma Cell Disorders,Multiple Myeloma – Clinical Features
Pathology,Plasma Cell Disorders,Myeloma Kidney
Pathology,Plasma Cell Disorders,Hyperviscosity syndrome
Pathology,Plasma Cell Disorders,Bence Jones protein
Pathology,Disorders of Coagulation,α-Granules of platelets have
Pathology,Disorders of Coagulation,Transudate – Overview
Pathology,Disorders of Coagulation,Pathophysiology of Edema
Pathology,Disorders of Coagulation,Virchow’s triad
Pathology,Disorders of Coagulation,Leiden mutation
Pathology,Disorders of Coagulation,DIC – Overview
Pathology,Disorders of Coagulation,Coagulation cascade
Pathology,Disorders of Coagulation,Chicken fat clots refers to
Pathology,Disorders of Coagulation,Nut-meg liver is seen in
Pathology,Disorders of Coagulation,Coagulation cascade
Pathology,Disorders of Coagulation,Tests of Coagulation – Overview
Pathology,Disorders of Coagulation,Pro and Anti-coagulant molecules
Pathology,Disorders of Coagulation,Vit K – role in Coagulation
Pathology,Disorders of Coagulation,Normal hemostasis
Pathology,Disorders of Small & Large Inte,Cause of Whipple disease
Pathology,Disorders of Small & Large Inte,MC celiac disease-associated cancer
Pathology,Disorders of Small & Large Inte,MC site of involvement in Crohn disease
Pathology,Disorders of Small & Large Inte,Lead pipe appearance of colon
Pathology,Disorders of Small & Large Inte,p- ANCA is seen in
Pathology,Disorders of Small & Large Inte,"In Whipple disease, the cause of malabsorption is"
Pathology,Disorders of Small & Large Inte,Hereditary Polyposis syndromes
Pathology,Disorders of Small & Large Inte,Crohn’s disease – Overview
Pathology,Disorders of Small & Large Inte,Colorectal Polyps – Overview
Pathology,Disorders of Small & Large Inte,Clostridium difficile colitis
Pathology,Disorders of Small & Large Inte,HNPCC – Overview
Pathology,Disorders of Small & Large Inte,Ulcerative Colitis – Overview
Pathology,Disorders of Small & Large Inte,Volvulus – Clinical features
Pathology,Disorders of Small & Large Inte,Extraintestinal manifestations of Crohn disease
Pathology,Disorders of Small & Large Inte,Peutz–Jeghers Syndrome
Pathology,Disorders of Small & Large Inte,Meckel’s diverticulum – Basics
Pathology,Disorders of Small & Large Inte,FAP – Overview
Pathology,Disorders of Small & Large Inte,Whipple’s disease – Morphology
Pathology,Single Gene Disorders,Mode of inheritance in G6PD deficiency
Pathology,Single Gene Disorders,Classic EDS involves collagen type
Pathology,Single Gene Disorders,Marfan’s syndrome – Clincal Features
Pathology,Single Gene Disorders,Ehler–Danlos Syndrome
Pathology,Single Gene Disorders,Inheritance pattern of common disorders
Pathology,Single Gene Disorders,Non-sense mutation is seen in
Pathology,Single Gene Disorders,Example for codominant inheritance
Pathology,Single Gene Disorders,Different inheritance patterns
Pathology,Single Gene Disorders,Sphingolipidoses
Pathology,Single Gene Disorders,Mucopolysaccharidoses – Overview
Pathology,Single Gene Disorders,von Gierke disease
Pathology,Single Gene Disorders,Tay–Sachs disease – overview
Pathology,Single Gene Disorders,Gaucher’s disease
Pathology,Single Gene Disorders,Glycogen storage diseases
Pathology,Single Gene Disorders,Types of Genetic disorders
Pathology,Single Gene Disorders,Lysosomal storage disorders
Pathology,Single Gene Disorders,Pleiotropism
Pathology,Single Gene Disorders,Niemann–Pick disease
Pathology,Acute Leukemias,Blasts Cells in ALL vs. AML
Pathology,Acute Leukemias,Dry tap on bone marrow aspiration
Pathology,Acute Leukemias,Immunophenotyping of ALL
Pathology,Acute Leukemias,Cytochemistry in Acute Leukemias
Pathology,Acute Leukemias,Sudan black staining
Pathology,Acute Leukemias,Translocations in AML
Pathology,Acute Leukemias,Prognostic Factors in AML
Pathology,Acute Leukemias,Auer rods
Pathology,Acute Leukemias,Classification of AML
Pathology,Acute Leukemias,Immune Cell Antigens
Pathology,Acute Leukemias,Pre-leukemic condition
Pathology,Acute Leukemias,FAB classification – AML
Pathology,Acute Leukemias,Pathogenesis of acute leukemia
Pathology,Acute Leukemias,Leukemia cutis
Pathology,Acute Leukemias,Myeloid markers
Pathology,Acute Leukemias,Di Gugliemo disease
Pathology,Acute Leukemias,Risk factors for ALL
Pathology,Acute Leukemias,Chloroma
Pathology,Common Diseases of Liver,Histology – ALD vs NASH
Pathology,Common Diseases of Liver,Intrahepatic causes of portal hypertension
Pathology,Common Diseases of Liver,Common serologic patterns in hepatitis B infection
Pathology,Common Diseases of Liver,Acute Hepatitis vs. Chronic Hepatitis
Pathology,Common Diseases of Liver,Councilman Bodies
Pathology,Common Diseases of Liver,Mallory Bodies
Pathology,Common Diseases of Liver,Reye’s syndrome
Pathology,Common Diseases of Liver,Laboratory Evaluation of Liver Disease
Pathology,Common Diseases of Liver,Idiopathic non-cirrhotic portal hypertension
Pathology,Common Diseases of Liver,Micronodular cirrhosis
Pathology,Common Diseases of Liver,Toxin induced liver failure
Pathology,Diseases of Myocardium & Pericardium,Most important long-term limitation of cardiac transplantation
Pathology,Diseases of Myocardium & Pericardium,Toxins associated with cardiomyopathy
Pathology,Diseases of Myocardium & Pericardium,Alcohol abuse is strongly associated with the development of
Pathology,Diseases of Myocardium & Pericardium,MC primary tumor of the adult heart is
Pathology,Diseases of Myocardium & Pericardium,Histology of re-perfused myocardium
Pathology,Diseases of Myocardium & Pericardium,The largest protein expressed in humans is
Pathology,Diseases of Myocardium & Pericardium,Senile cardiac amyloid deposits
Pathology,Diseases of Myocardium & Pericardium,Myxoma
Pathology,Diseases of Myocardium & Pericardium,Causes of Myocarditis
Pathology,Diseases of Myocardium & Pericardium,Cardiomyopathy – Overview
Pathology,Diseases of Myocardium & Pericardium,Fibrinous Pericarditis
Pathology,Diseases of Myocardium & Pericardium,Restrictive Heart Conditions
Pathology,Diseases of Myocardium & Pericardium,Dressler’s syndrome
Pathology,Stomach,Aggressive carcinoid tumors of the GIT are seen in
Pathology,Stomach,Ménétrier Disease – overview
Pathology,Stomach,Biopsy site preferred for H. pylori gastritis
Pathology,Stomach,Most specific marker for GIST
Pathology,Stomach,GIST – overview
Pathology,Stomach,MC site of gastric adenocarcinoma
Pathology,Stomach,Types of Gastric Adenocarcinoma
Pathology,Stomach,Helicobacter pylori
Pathology,Stomach,Linitis plastica
Pathology,Stomach,Types of Chronic gastritis
Pathology,Stomach,Carcinoid syndrome
Pathology,Stomach,Autoimmune gastritis
Pathology,Stomach,Features of Familial Adenomatous Polyposis
Pathology,Stomach,Congenital hypertrophic pyloric stenosis
Pathology,Stomach,MALToma
Pathology,Cardiac Failure,Nutmeg liver is seen in
Pathology,Cardiac Failure,Cardiac Biomarkers
Pathology,Cardiac Failure,Tigered effect in myocardium is due to
Pathology,Cardiac Failure,Heart failure cells are
Pathology,Cardiac Failure,Flipped LDH ratio implies
Pathology,Cardiac Failure,"In myocardial reperfusion injury, the maximum effect is caused by"
Pathology,Cardiac Failure,Molecular correlates of Cardiac failure
Pathology,Cardiac Failure,Complications of MI
Pathology,Cardiac Failure,Common causes of Right & Left heart failure
Pathology,Cardiac Failure,Sudden cardiac death
Pathology,Diseases of Airflow in Lung,Types of emphysema
Pathology,Diseases of Airflow in Lung,Alpha-antitrypsin – chromosome location
Pathology,Diseases of Airflow in Lung,Normal Reid index
Pathology,Diseases of Airflow in Lung,Asbestosis
Pathology,Diseases of Airflow in Lung,Pneumoconiosis
Pathology,Diseases of Airflow in Lung,Surfactant dysfunction
Pathology,Diseases of Airflow in Lung,Bronchiectasis
Pathology,Hypoproliferative Anemia,Acanthocytes
Pathology,Hypoproliferative Anemia,"Megaloblastic anemia – Clinical Features, Smear & Lab findings"
Pathology,Hypoproliferative Anemia,Anemia of chronic disease – overview
Pathology,Hypoproliferative Anemia,Cabot ring
Pathology,Hypoproliferative Anemia,Haptocorrin binds with
Pathology,Hypoproliferative Anemia,Causes of aplastic anemia
Pathology,Hypoproliferative Anemia,Tests used in B12 deficiency
Pathology,Hypoproliferative Anemia,Iron Deficiency Anemia – Lab Features
Pathology,Hypoproliferative Anemia,Megaloblastic Anemia
Pathology,Diseases of the Breast,BRCA 1 vs BRCA 2
Pathology,Diseases of the Breast,Characteristics of lobular breast cancer
Pathology,Diseases of the Breast,Colloidal carcinoma
Pathology,Diseases of the Breast,MC site of carcinoma in the breast
Pathology,Diseases of the Breast,Molecular classification of breast cancer
Pathology,Diseases of the Breast,Prognostic and Predictive Factors in Breast carcinoma
Pathology,Diseases of the Breast,Newer molecular tests in breast cancer
Pathology,Diseases of the Breast,Epithelial Lesions and Risk of Malignancy
Pathology,Diseases of the Breast,Nipple discharge
Pathology,Diseases of the Breast,Phyllodes tumor
Pathology,Diseases of the Breast,Fibroadenomas
Pathology,Diseases of the Breast,Periductal mastitis
Pathology,Diseases of the Breast,Risk factors and protective factors for breast carcinoma
Pathology,Diseases of the Breast,Paget disease of the nipple
Pathology,Diseases of the Breast,Acute mastitis
Pathology,Diseases of the Breast,Lobular carcinoma
Pathology,Diseases of the Breast,DCIS vs LCIS
Pathology,Esophagus,Achalasia cardia – Overview
Pathology,Esophagus,MC cancer of Esophagus
Pathology,Esophagus,Barrett esophagus – Overview
Pathology,Esophagus,Eosinophilic esophagitis – Overview
Pathology,Esophagus,Inlet patch
Pathology,Esophagus,Punched-out ulcers in the esophagus are caused by
Pathology,Esophagus,Plummer-Vinson syndrome – Overview
Pathology,Esophagus,Diverticula of Esophagus
Pathology,Tissue Repair,Wound strength of Postop Scar
Pathology,Tissue Repair,TGF-β – Overview
Pathology,Tissue Repair,Labile cells are seen in
Pathology,Tissue Repair,Oval cells are seen in
Pathology,Tissue Repair,Permanent cells – example
Pathology,Tissue Repair,Collagen and Wound healing
Pathology,Tissue Repair,Abnormal scars – Overview
Pathology,Tissue Repair,Cascade of Tissue Repair – overview
Pathology,Female Reproductive System,Markers of Ovarian Neoplasm
Pathology,Female Reproductive System,Embryonal rhabdomyosarcoma
Pathology,Female Reproductive System,Types of endometrial carcinoma
Pathology,Female Reproductive System,Complete vs. Partial Mole
Pathology,Female Reproductive System,HPV and Associated Lesions
Pathology,Female Reproductive System,WHO Classification of Ovarian Tumors
Pathology,Female Reproductive System,Meigs syndrome
Pathology,Female Reproductive System,Diagnostic features in pap smear
Pathology,Female Reproductive System,LSIL vs HSIL
Pathology,Myelodysplastic Disorders,WHO Polycythemia Vera Criteria
Pathology,Myelodysplastic Disorders,Ringed sideroblasts
Pathology,Myelodysplastic Disorders,Birbeck granules
Pathology,Myelodysplastic Disorders,Various Types of Polycythemia
Pathology,Myelodysplastic Disorders,Marker for Langerhans cell histiocytosis
Pathology,Myelodysplastic Disorders,Indications and contraindications of bone marrow biopsy
Pathology,Myelodysplastic Disorders,CML
Pathology,Myelodysplastic Disorders,Clinical & Imaging features of Langerhan’s Cell Histiocytosis
Pathology,Myelodysplastic Disorders,Eosinophilic granuloma
Pathology,Myelodysplastic Disorders,Philadelphia chromosome
Pathology,Myelodysplastic Disorders,Classification of histiocytic and dendritic cell neoplasms
Pathology,Myelodysplastic Disorders,Bone marrow in MDS
Pathology,Myelodysplastic Disorders,Pahses of CML
Pathology,Myelodysplastic Disorders,Leukemoid reaction
Pathology,Myelodysplastic Disorders,Letterer–Siwe disease
Pathology,Non-Glomerular Disease of Kidney,Granular contracted kidneys
Pathology,Non-Glomerular Disease of Kidney,Papillary Necrosis in the Kidney
Pathology,Non-Glomerular Disease of Kidney,Cystic Diseases of the Kidney
Pathology,Non-Glomerular Disease of Kidney,MC organism in acute pyelonephritis
Pathology,Non-Glomerular Disease of Kidney,Urinary Casts – types
Pathology,Non-Glomerular Disease of Kidney,Xanthogranulomatous pyelonephritis
Pathology,Non-Glomerular Disease of Kidney,Thrombotic microangiopathies
Pathology,Non-Glomerular Disease of Kidney,Renal stones – pathological features
Pathology,Non-Glomerular Disease of Kidney,Causes of contracted and enlarged kidneys
Pathology,Inflammation,Major basic protein is seen in
Pathology,Inflammation,Vascular changes in acute inflammation
Pathology,Inflammation,First mediator to be released during inflammation
Pathology,Inflammation,Opsonin – List
Pathology,Inflammation,CX3C chemokines
Pathology,Inflammation,Acute phase reactants – Overview
Pathology,Inflammation,Pyrogens
Pathology,Inflammation,Complement Deficiencies
Pathology,Inflammation,IL-1 in inflammation
Pathology,Inflammation,Cytokines produced by T- Cells
Pathology,Inflammation,Neutrophil extracellular traps
Pathology,Inflammation,Complement – Chemoattractant
Pathology,Inflammation,Anti-inflammatory cytokine
Pathology,Inflammation,Integrins – Example
Pathology,Inflammation,Example of CXC chemokine
Pathology,Inflammation,Î±1-antitrypsin – Overview
Pathology,Inflammation,Hereditary angioneurotic edema
Pathology,Inflammation,Antioxidant mechanisms
Pathology,Inflammation,Compositionof Granules in neutrophils
Pathology,Inflammation,Nature of leukocyte infiltrate
Pathology,Inflammation,Sources of Histamine
Pathology,Inflammation,Selectins and their Ligands
Pathology,Inflammation,Stimuli for Inflammatory response
Pathology,Inflammation,Pattern-recognition receptors
Pathology,Inflammation,Vasodilators in inflammation
Pathology,Inflammation,Prostaglandins in inflammation
Pathology,Inflammation,Mediators of Inflammation – Overview
Pathology,Inflammation,Granulomatous disorders – Types and examples
Pathology,Inflammation,Leucotrienes – Overview
Pathology,Inflammation,Complement in Inflammation – Overview
Pathology,Inflammation,Lipoxins – Overview
Pathology,Inflammation,Chediak-Higashi Syndrome
Pathology,Inflammation,Sialyl-Lewis X
Pathology,Inflammation,Chemokines – Classes and members
Pathology,Hemolytic Anemia,Corrected reticulocyte count
Pathology,Hemolytic Anemia,MC form of immunohemolytic anemia
Pathology,Hemolytic Anemia,Reticulocytes – Overview
Pathology,Hemolytic Anemia,CD-59 is involved in
Pathology,Hemolytic Anemia,Hereditary spherocytosis – Pathophysiology
Pathology,Hemolytic Anemia,PNH – Pathophysiology
Pathology,Hemolytic Anemia,Sickle Cell Anemia – Pathophysiology & Clinical features
Pathology,Hemolytic Anemia,G6PD deficiency – Overview
Pathology,Hemolytic Anemia,G6PD deficiency – Trigger for hemolysis
Pathology,Hemolytic Anemia,Rx for PNH is
Pathology,Hemolytic Anemia,Hb Barts – Structure
Pathology,Hemolytic Anemia,Howell-Jolly bodies are found in
Pathology,Hemolytic Anemia,Thalassemia – Overview
Pathology,Hemolytic Anemia,NESTROF test is used for
Pathology,Hemolytic Anemia,Causes of Intravascular hemolysis
Pathology,Hemolytic Anemia,Red cell distribution width deals with
Pathology,Hemolytic Anemia,G6PD deficiency
Pathology,Hemolytic Anemia,Sickle Cell Anemia
Pathology,Hemolytic Anemia,Hereditary Spherocytosis
Pathology,Hemolytic Anemia,PNH
Pathology,Hemolytic Anemia,Thalassemia
Pathology,Bleeding Disorders,Basics of Bedside Blood transfusion
Pathology,Bleeding Disorders,Storage duration of Blood components
Pathology,Bleeding Disorders,Universal Plasma Donor
Pathology,Bleeding Disorders,Glanzmann thrombasthenia – Clincal features
Pathology,Bleeding Disorders,Storage temperatures of blood components
Pathology,Bleeding Disorders,Ig A deficiency and Blood transfusion
Pathology,Bleeding Disorders,Prothrombin Time – Overview
Pathology,Bleeding Disorders,Prolonged bleeding time is seen in
Pathology,Bleeding Disorders,ADAMTS13 deficiency is associated with
Pathology,Bleeding Disorders,Spontaneous bleeding in Thrombocytopenia
